2019-05-25 12:32:19,580: Cortana
2019-05-25 12:32:19,580: Win S
2019-05-25 12:32:19,596: Cortana
2019-05-25 12:32:20,994: Cortana
2019-05-25 12:32:21,229: Cortana
2019-05-25 12:32:21,344: Cortana
2019-05-25 12:32:21,492: Cortana
2019-05-25 12:32:21,734: Cortana
2019-05-25 12:32:21,849: Cortana
2019-05-25 12:32:21,963: Cortana
2019-05-25 12:32:22,322: 
